Date,yhat,yhat_lower,yhat_upper
2025-02-22,247249.91439122145,121502.51524630401,372443.17204116745
2025-02-23,247649.55758191211,120876.43843511272,371595.99315577524
2025-02-24,247849.71438356,119169.5584869705,375816.22245388624
2025-02-25,248345.98508267922,120423.89367261676,377340.8123631483
2025-02-26,248335.67592117668,120485.79089306107,377510.9456526534
2025-02-27,248734.2066297984,118272.1046529297,376603.67774803005
2025-02-28,248925.014635194,118189.69870042759,377359.68009916914
2025-03-01,248734.683478477,119384.79035617317,379196.63534868904
2025-03-02,248730.76512419616,121984.1014200781,381319.35062189726
2025-03-03,248556.43986655434,117558.24446347979,378509.80354972574
2025-03-04,248714.8234653643,116862.5066041151,381455.99988688325
2025-03-05,248410.0200021844,115769.95121522014,380853.01699514175
2025-03-06,248563.374536421,115818.51804852823,384174.8122563946
2025-03-07,248563.24083118598,115535.42092525614,382663.28395478835
2025-03-08,248239.99511039362,113661.10588412681,382038.55588975496
2025-03-09,248163.76844943743,114360.46363112406,383561.6501013829
2025-03-10,247979.04385036373,113024.52253331768,385234.90361404954
2025-03-11,248188.92933405068,109245.01284924972,388391.9232461623
2025-03-12,247996.2065469574,112797.47006666183,388278.04493236257
2025-03-13,248319.60924527756,109571.64565815058,388207.1936093221
2025-03-14,248543.64647257497,112255.3028117174,387563.3332096115
2025-03-15,248493.7002082479,109771.29750166582,389543.63359019737
2025-03-16,248733.86819976312,107620.34772652351,391182.68305752997
2025-03-17,248901.6954789276,110626.50493817162,392999.38701405853
2025-03-18,249492.60274367407,107000.34366883745,392025.7398535674
2025-03-19,249701.10742886295,109969.97677655703,392994.9577695266
2025-03-20,250437.28772276262,109350.34262923064,394068.67384583794
2025-03-21,251076.79990974898,109671.71123537136,398510.7183278381
2025-03-22,251436.17416326483,108907.96188905294,395917.8438457445
2025-03-23,252070.8547487762,108381.17953746728,398623.440355568
2025-03-24,252610.12340433418,106394.892979801,400493.50290915166
2025-03-25,253541.70948871312,108637.95824848165,404436.4326342346
2025-03-26,254053.178387173,107849.52802714198,402289.2443175842
2025-03-27,255048.54446658414,110891.63991683481,403332.23723689414
2025-03-28,255898.41546495256,108095.76966661653,404013.46668966557
2025-03-29,256415.39050206964,107216.25540584158,404885.9431130169
2025-03-30,257152.1753660477,107530.78234265033,406721.9449697966
2025-03-31,257736.55222814027,107970.50686059345,407860.1621139352
2025-04-01,258656.00649002218,106501.53579511029,412552.80317888333
2025-04-02,259099.10211715972,108126.8736744068,412797.9742961879
2025-04-03,259972.0523636989,107157.75602822738,413185.9739976196
2025-04-04,260648.79411830014,107762.01181667615,415338.3045569663
2025-04-05,260946.2900943536,108372.40854047409,416064.77827071806
2025-04-06,261422.52519171225,109771.05523210092,415125.7224666121
2025-04-07,261711.33741717736,106705.98468739577,418201.15431958437
2025-04-08,262306.88977725257,104170.8452176738,418663.9055362807
2025-04-09,262404.87858070445,106314.14350694479,420771.5621637385
2025-04-10,262918.9294050343,107617.4684011221,420709.5941373713
2025-04-11,263230.4934538042,108559.77181239978,420302.8191649308
2025-04-12,263163.97305504826,106395.1815822331,422846.7105680507
2025-04-13,263284.54706431064,104005.48711050024,423519.0513296984
2025-04-14,263232.84078930534,107187.20631288861,423806.47214649577
2025-04-15,263509.2507624312,105654.44353341332,424764.6733434495
2025-04-16,263315.0232935645,99119.0571875459,425550.7498847826
2025-04-17,263568.54104529327,101933.43878749364,426965.4040559758
2025-04-18,263655.132764165,98056.04952199793,424608.8731706977
2025-04-19,263402.1366850751,100724.3716613666,427384.3952109657
2025-04-20,263376.6894591009,96119.70657212085,426233.9295592076
2025-04-21,263220.3856067504,99963.15885482123,428015.78595732636
2025-04-22,263433.6175039322,95067.73960378702,430725.43815605337
2025-04-23,263216.6938271852,94069.19314343056,429541.26355835935
